1,1,FT,,,1,0.421,Active
1,1,FT,,,2,0.5,Active
1,1,FT,,,3,0.394,Active
1,1,FT,,,4,0,Inactive
1,1,FT,,,5,0.419,Active
1,1,FT,,,6,0,Inactive
1,1,FT,,,7,0,Inactive
1,2,FT,,,1,0.62,Active
1,2,FT,,,2,0.71,Active
1,2,FT,,,3,0.58,Active
1,2,FT,,,4,0,Inactive
1,2,FT,,,5,0.632,Active
1,2,FT,,,6,0,Inactive
1,2,FT,,,7,0,Inactive
1,3,FT,,,1,0.99,Active
1,3,FT,,,2,1.13,Active
1,3,FT,,,3,0.964,Active
1,3,FT,,,4,0,Inactive
1,3,FT,,,5,1.02,Active
1,3,FT,,,6,0,Inactive
1,3,FT,,,7,0,Inactive
1,4,FT,,,1,1.41,Active
1,4,FT,,,2,1.7,Active
1,4,FT,,,3,1.336,Active
1,4,FT,,,4,0,Inactive
1,4,FT,,,5,1.43,Active
1,4,FT,,,6,0,Inactive
1,4,FT,,,7,0,Inactive
1,5,FT,,,1,2.17,Active
1,5,FT,,,2,2.5,Active
1,5,FT,,,3,2.047,Active
1,5,FT,,,4,0,Inactive
1,5,FT,,,5,2.179,Active
1,5,FT,,,6,0,Inactive
1,5,FT,,,7,0,Inactive
1,6,FT,,,1,4.3433,Active
1,6,FT,,,2,4.6,Active
1,6,FT,,,3,3.734,Active
1,6,FT,,,4,0,Inactive
1,6,FT,,,5,3.678,Active
1,6,FT,,,6,0,Inactive
1,6,FT,,,7,0,Inactive
1,7,FT,,,1,6.566,Active
1,7,FT,,,2,6.96,Active
1,7,FT,,,3,0,Inactive
1,7,FT,,,4,0,Inactive
1,7,FT,,,5,5.588,Active
1,7,FT,,,6,0,Inactive
1,7,FT,,,7,0,Inactive
2,8,EA,,,1,0.54,Active
2,8,EA,,,2,0.6,Active
2,8,EA,,,3,0.52,Active
2,8,EA,,,4,0,Inactive
2,8,EA,,,5,0.53,Active
2,8,EA,,,6,0,Inactive
2,8,EA,,,7,0,Inactive
2,9,EA,,,1,0.95,Active
2,9,EA,,,2,0.99,Active
2,9,EA,,,3,0.75,Active
2,9,EA,,,4,0,Inactive
2,9,EA,,,5,0.83,Active
2,9,EA,,,6,0,Inactive
2,9,EA,,,7,0,Inactive
2,10,EA,,,1,0.74,Active
2,10,EA,,,2,0.81,Active
2,10,EA,,,3,0.62,Active
2,10,EA,,,4,0,Inactive
2,10,EA,,,5,0.72,Active
2,10,EA,,,6,0,Inactive
2,10,EA,,,7,0,Inactive
2,11,EA,,,1,0.54,Active
2,11,EA,,,2,0.63,Active
2,11,EA,,,3,0.54,Active
2,11,EA,,,4,0,Inactive
2,11,EA,,,5,0.53,Active
2,11,EA,,,6,0,Inactive
2,11,EA,,,7,0,Inactive
2,12,EA,,,1,0.35,Active
2,12,EA,,,2,0.4,Active
2,12,EA,,,3,0.48,Active
2,12,EA,,,4,0,Inactive
2,12,EA,,,5,0.34,Active
2,12,EA,,,6,0,Inactive
2,12,EA,,,7,0,Inactive
2,13,EA,,,1,1.34,Active
2,13,EA,,,2,1.51,Active
2,13,EA,,,3,1.98,Active
2,13,EA,,,4,0,Inactive
2,13,EA,,,5,1.31,Active
2,13,EA,,,6,0,Inactive
2,13,EA,,,7,0,Inactive
2,14,EA,,,1,1.93,Active
2,14,EA,,,2,1.78,Active
2,14,EA,,,3,2.08,Active
2,14,EA,,,4,0,Inactive
2,14,EA,,,5,1.62,Active
2,14,EA,,,6,0,Inactive
2,14,EA,,,7,0,Inactive
2,15,EA,,,1,2.35,Active
2,15,EA,,,2,0,Inactive
2,15,EA,,,3,0,Inactive
2,15,EA,,,4,0,Inactive
2,15,EA,,,5,2.07,Active
2,15,EA,,,6,0,Inactive
2,15,EA,,,7,0,Inactive
2,16,EA,,,1,2.92,Active
2,16,EA,,,2,3.01,Active
2,16,EA,,,3,0,Inactive
2,16,EA,,,4,0,Inactive
2,16,EA,,,5,2.53,Active
2,16,EA,,,6,0,Inactive
2,16,EA,,,7,0,Inactive
2,17,EA,,,1,1.74,Active
2,17,EA,,,2,1.62,Active
2,17,EA,,,3,1.42,Active
2,17,EA,,,4,0,Inactive
2,17,EA,,,5,1.46,Active
2,17,EA,,,6,0,Inactive
2,17,EA,,,7,0,Inactive
3,18,EA,,,1,1.22,Active
3,18,EA,,,2,1.25,Active
3,18,EA,,,3,1.1,Active
